,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
cell_10,0.39057767,1.5181887,0.27053854,-0.78103656,-1.49169,0.2247945,0.6338459,0.20268616,1.1889505,-1.0051739,1.1628364,-0.21024144,0.24824132,-0.45949423,1.9043275,1.0061982,-0.7835895,0.9781833,-0.06091708,-0.2580131,-0.623348,1.0343018,0.27199474,0.55490357,-0.17576568,0.95432055,-1.0161351,-0.039586827,-0.9099019,-1.3323292,0.9618089,-1.7592847,-0.9002497,-0.7978559,1.3859078,0.6212489,1.1479352,-0.95398957,-0.046209514,1.0080396,-1.3862431,-1.0746188,-1.6464714,0.3739418,0.61118793,-2.2627883,1.181581,-0.98572326,2.5395665,-0.0702232,1.3142109,2.134711,0.8697573,0.34251052,0.16933902,-0.14772016,-1.4689233,-0.9895206,0.60530674,0.22612135,0.7427902,0.3919943,-1.6949432,1.0988108
cell_11,1.26439,-0.9606064,-1.0811381,-1.5397217,0.93710935,-1.9593165,1.5286222,1.1332564,2.3030963,-0.8663062,0.7831474,1.9765539,0.9616256,0.42792705,1.0717996,-1.6844059,-1.4255782,-0.65049756,1.4096568,1.9208486,-1.9312412,1.7793633,2.0110888,2.2308028,-1.914373,0.31465757,-1.1722858,1.9815073,1.1679338,-1.7721015,1.8572025,-1.6894335,1.4029626,-1.8575853,1.1152319,2.0807245,-1.2315488,1.3567417,-1.999338,-1.3555429,0.02429539,1.5219669,1.210552,1.1774617,-1.6357038,1.4071828,0.5299324,-0.82407236,1.9040754,0.937883,-0.37765038,0.5990803,-1.5827951,1.7558595,0.8305393,-1.6863872,0.8985366,0.42292574,-1.0911541,1.354482,0.4060267,0.9629396,-0.96534187,-1.7395105
cell_12,2.0040412,1.270948,0.6960937,0.8166457,-0.8434422,0.3916698,-1.3941475,2.1572723,-0.50806785,0.92608833,1.4999896,-1.1028136,-1.6164492,0.31269586,-0.40444565,-2.7057128,-0.076551795,-0.5524702,-0.16259712,0.26906294,1.352441,0.5857291,0.9439117,1.5314709,-0.5394893,-2.103886,1.1991382,1.2392547,0.29606777,-2.5893755,2.1062047,0.72974885,-0.62072533,-1.389901,0.2543224,-0.7338463,-1.1295232,0.7181988,0.50196815,1.3295524,1.5823228,-1.1927776,0.5550294,1.2722275,-0.7606753,0.6021518,-0.6757549,0.8894398,1.8717879,0.49729967,0.51388276,-0.4542465,-1.931133,-0.6194157,-1.3742915,0.26016712,0.6963271,-0.4286159,-0.3118977,-0.31926253,-1.7862594,-0.8034277,1.9185694,0.86362773
cell_13,1.4778214,-0.7170141,-1.4069674,-1.5267438,0.65448695,-1.172854,1.358479,0.8415225,1.9971418,0.22509722,0.98777485,1.5292101,1.3631,-0.2908917,1.4070224,-0.7628236,-1.5404813,-0.9915881,0.43957582,1.230143,-1.6222291,1.1339126,2.1267505,2.753116,-1.8679767,1.1703454,-0.7027191,1.5247993,1.894641,-2.0137043,1.4917588,-1.9713538,0.7556306,-2.0043766,0.90729564,1.9547403,-1.4587643,1.1867089,-1.7794931,-1.6046995,-0.9239452,1.856946,1.0858942,1.3382521,-0.8377343,0.79083574,0.37651113,-1.1381917,1.9389563,1.218167,-0.7979573,0.7342429,-2.246831,2.2215085,0.50756335,-1.8694255,1.5265635,0.52417815,-0.60113686,1.538787,0.41112375,0.5737246,-1.3905747,-1.7458372
cell_14,-0.7184423,-0.60911036,-1.4388448,1.5011321,1.7119327,-1.8821843,1.3977755,1.1410415,1.6149429,-2.0933974,-1.170619,2.5651827,0.034449458,0.41478828,1.5541743,-1.2458016,1.2722644,1.6301638,1.4990964,-1.8587365,1.3711169,-1.4166633,1.3321394,-0.50660443,1.120422,-0.34119305,0.7687247,-1.6197438,1.3639762,0.17739344,-0.576425,1.481334,0.44114172,-1.7015891,1.2425339,1.7198749,1.0549091,-0.34824908,-1.2397722,1.6222767,-1.3339565,-0.99781954,0.86394936,2.461634,-1.2106637,1.0721637,-1.4259962,0.83867586,1.5500858,-1.5597432,-1.0244992,0.25017515,0.09412207,-0.4361672,-1.3080776,0.78666914,-1.0471505,-1.9743475,1.1186631,1.2029682,-1.7540745,-1.7226536,1.1532726,1.6335158
cell_15,1.4524894,0.29072034,-0.19290358,-2.166536,2.1481674,-1.4962327,1.7897352,0.22932008,2.3395274,0.13575941,1.1125523,-0.55641055,0.2470327,-0.27978247,0.7292483,-1.8787222,-1.9743127,1.6695588,0.6856951,1.8579799,-1.596353,-1.7660418,1.6328384,0.34842843,-2.4467654,-0.7153911,-0.47021365,0.33973742,0.50096524,0.08557174,0.95306647,-1.649338,-0.3838313,-0.91974086,1.8181646,1.2024858,0.37668312,0.39455754,-2.5037897,0.23043084,1.408612,-0.19168901,-0.37449095,-0.31441268,-1.9514222,-0.9264669,0.8696699,-0.47119153,-0.01257664,0.73587996,0.24572574,-0.029991716,-1.4067057,0.80899644,-1.1316891,-1.9359003,-0.8967596,-0.26822686,1.5496517,1.5940623,-0.3465226,-0.9261341,-1.6681645,-0.9983801
cell_16,-0.6165814,-0.31115684,-1.31718,0.9278425,1.9047707,-1.143336,1.6443269,1.7106338,1.6317433,-1.9375993,-0.22951645,1.956939,-0.46814448,0.39102608,1.6251425,-1.0667522,0.96436596,1.782634,1.9520447,-0.8403687,0.6487229,-1.8278427,1.5431188,-0.5801557,1.0065347,-1.2591901,1.204835,-1.012522,1.1443335,-0.34881374,-0.3579784,0.8687392,0.64431196,-1.7244607,1.1638398,1.7962475,1.356163,-1.3060395,-1.5689468,2.212066,-1.4489592,-1.2612906,0.82475954,1.473074,-1.9983711,1.2534986,-0.9662007,0.43460387,1.3717796,-1.372939,-1.4839122,0.32963395,0.28181908,-0.77809024,-1.3001367,1.110503,-2.0106556,-2.7684493,1.8405688,1.6609946,-1.3996775,-2.18563,1.2641819,1.6184781
cell_17,-0.547914,-0.38747737,-1.3801116,1.0936116,2.3725915,-1.8606155,1.7927074,1.7367957,1.5358523,-2.5302875,-0.90562934,2.589513,-0.52365094,0.42717248,1.6694918,-1.609901,0.83677197,1.6742697,1.3633657,-1.1314353,1.2062973,-1.5085363,1.3135387,-0.23106435,1.2680882,-0.60078347,1.4225603,-1.0873065,1.6276627,0.030330002,-0.49483106,1.0596085,0.5249231,-1.206451,1.0796132,1.6881243,1.0450292,-0.6683079,-1.773174,1.05622,-0.92122674,-1.4958335,1.1750228,1.2838485,-1.2554773,0.8431614,-1.4839158,0.790321,1.1403514,-1.8858905,-1.0942708,0.113019526,-0.06419218,-0.33386517,-1.576977,1.0685552,-1.5058758,-2.5905378,1.9528036,1.7453079,-2.082114,-1.9121537,1.5440457,1.6431639
cell_18,1.3033239,1.1619391,-1.3021158,0.9445414,-0.8273018,0.27154997,0.6933614,1.3815818,-0.45364663,-1.3965421,1.5485003,1.788258,0.5852697,-1.3941115,0.90197295,0.49020934,0.59136045,-0.8741542,-0.562405,-0.6949161,0.5008462,1.0783917,-0.5905961,-0.15184698,1.0152593,1.0763339,-0.74056005,-0.64564306,-1.032249,-1.6171433,1.482183,-1.3058174,-1.65028,-1.2976663,1.1474706,1.3521066,0.8495715,-0.727479,0.8543884,1.4995632,-0.8930264,-1.1477841,-0.96514285,1.2110691,0.7346706,-0.8201206,1.0865148,-0.99930346,0.6894528,-0.4699465,1.1429732,1.3965861,0.6684998,1.8291187,0.62152267,0.6126986,-0.791268,-2.1196668,-0.64232343,0.29295388,0.4929293,0.6938008,-1.398783,1.4918413
cell_19,-0.64266354,1.468343,0.91116655,-1.700512,-0.7081196,-1.837129,-0.94389236,-0.26313907,1.5520208,-0.87394106,0.5476955,-0.8658111,-1.9026061,-1.3069671,1.2174095,-2.3789225,-2.1241238,0.80650705,1.3418148,1.1622651,-1.5914031,1.3311658,1.1401825,2.2157576,-1.2000253,-0.69909745,-1.1980103,1.0592512,-1.2249475,-1.74648,0.9260583,-0.8267072,1.234145,1.1289845,1.3123095,-0.5120925,-0.6499656,-0.6646862,-1.6655502,0.6771804,0.4653722,-0.53098184,-1.7984909,1.3592879,0.40270543,-1.3638557,1.1702665,1.1341484,1.8051816,-0.80573684,0.62501705,1.0823281,0.8147973,-0.42515948,-1.6107882,1.4082475,-1.1511652,-1.5675834,0.72064817,2.1665258,-0.86188394,1.2768452,-0.65625817,0.80373096
cell_20,-1.2554972,0.62079376,0.23407556,-0.68126035,1.1629113,-1.3020732,0.16463892,0.49648508,1.9991107,-0.76084614,0.46355367,-0.6630601,-1.4288429,-0.4042402,1.5421556,-1.9342481,-0.9687221,2.7822666,1.3399662,0.57485723,-0.7898706,-0.88323224,1.9898503,0.120009765,-0.31215698,-1.7416315,-0.9598487,0.573454,-0.111148305,-0.80582404,0.029630378,-0.8103771,0.77386385,-0.32465342,1.857412,-0.27852643,0.0487338,-1.5034536,-2.2990088,1.6751902,1.8108563,-1.4748845,-0.7980279,0.24445699,-1.0786068,-0.5413277,0.3222115,1.4749488,2.045074,-1.2225193,0.68450075,0.3624015,0.48067763,-1.2553514,-1.7497243,0.59008163,-2.6282616,-2.1895266,2.5990198,2.1002297,-1.5562215,-0.77233136,0.2318165,1.1949382
cell_21,0.9406391,1.8336453,-2.18164,-1.9195366,0.075782806,-0.121462345,2.0127475,0.34649733,2.21543,-1.9139185,-1.1348068,2.011261,-1.4723293,1.5975777,-1.4011106,-0.8244044,0.8157829,2.8661494,0.0014454126,-0.94317615,-1.6602856,2.2966614,-0.750473,1.7655019,-0.6494683,2.4695807,-0.24571916,0.15798339,-0.55200267,1.2908161,0.7336578,0.91246915,-1.2049304,2.1823804,-1.881562,-0.32504594,0.9981939,0.5873314,-0.18431418,0.8032187,-2.3255618,-2.9463136,-1.0378124,-0.6921065,0.21116196,-1.3307854,0.47879153,-1.4230722,-1.9862027,0.48919985,-0.5655272,-0.046485126,-1.2533985,0.51211137,-0.77912223,0.7858123,1.122472,-0.94295824,-0.2288239,1.6963928,-2.3361008,-0.36048895,0.34409806,-0.5638141
cell_22,0.9821503,1.2440336,-1.2848141,0.13133311,-0.7807155,-0.028165758,1.2125053,1.1546223,-0.34601372,-1.5036597,1.1955496,1.3915355,0.39993832,-1.4248221,0.7904462,1.2070607,0.0068510473,-0.24603486,-0.4030561,-1.6081673,0.13264795,1.7807227,-0.65609205,-0.6898417,1.0637977,1.6193545,-0.899118,-0.59958434,-0.48664138,-1.7166967,0.7573622,-1.4520642,-0.58191264,-1.0932498,0.8253989,1.4011492,0.7234901,-1.0178975,0.8613601,1.1090355,-2.0465927,-1.5259626,-0.9010345,1.103732,0.21145552,-0.82885873,1.3575892,-1.7131277,0.91154426,0.055154502,0.6588717,1.3532034,0.826048,1.3772422,0.5100287,0.71312845,-0.39843842,-1.6314774,-1.0897295,-0.26606384,0.6104875,1.1648737,-0.61811906,0.8374159
cell_23,0.02267082,1.0829304,1.1086614,-1.1292439,-0.6231134,0.3862689,1.1743643,-0.6247126,1.2302356,0.6403401,-0.013888165,-0.63646936,-1.2483753,-1.0001072,1.3544242,1.26666,-1.3753339,0.8133325,-0.62509763,-0.2240702,-1.0035783,-0.66536534,1.1747996,1.5808451,-1.2120976,0.7448142,0.9826025,-0.4047918,1.502356,-0.007288784,-0.7756284,-1.3902752,-0.5234473,-0.93866503,-0.27538222,0.83717877,1.1120359,-0.7692044,1.1029011,-1.2587334,0.50604653,0.83671564,0.9379737,-0.75733525,-1.5158341,-1.0700102,-0.9573647,0.5189724,1.03441,0.76226234,-0.90953547,2.0704997,-0.9913806,1.6531868,-0.87047786,-1.0960346,1.416954,-1.4069389,1.5233719,1.6679498,0.7420001,-1.2396952,-0.97636735,-1.3129518
cell_24,1.5631398,0.83629227,1.1910408,0.25423864,-1.1106778,1.138497,-0.58980453,0.25368485,-0.21110211,0.24999344,0.4657666,-1.1236045,-1.5441911,0.9144017,-0.10528946,-0.15715049,0.35639822,-0.4434481,-1.1800954,-1.4310751,1.1361887,1.5680127,0.9003074,1.3736153,-1.1965833,0.49781427,0.6465622,0.16046625,0.8124803,-1.7388203,0.6542295,0.3893621,-1.5237333,-1.2175026,-1.455493,-0.28215522,-0.08317413,0.11574334,0.70966256,-0.5448496,-0.17755875,-1.0925354,1.6690254,0.8165204,-1.278191,0.12416902,-0.060617104,0.6723505,1.2366887,0.24823667,0.47184956,-0.1321048,-1.54643,0.43367484,-0.31514657,1.4928124,1.0378919,0.43956083,-0.77210397,-0.39406773,-0.5103786,-0.2725367,0.23886308,-0.013212375
cell_25,0.9125426,1.5410256,-1.3895276,0.26407102,-0.5714074,0.4831762,1.4324859,1.1781721,-0.0045101717,-1.5239451,1.2803952,1.3597271,0.30213284,-0.30536243,1.4238707,0.65343755,0.6681361,0.03050077,-0.5215291,-1.154337,0.63992697,1.2662973,-0.26646745,-0.362579,1.0135013,1.1742327,-0.7215852,-1.1149166,-0.8445204,-0.92307603,1.1030399,-1.2975471,-1.628623,-1.4000517,0.48611838,1.3007543,1.6963968,-1.2075675,0.245226,1.8065021,-2.244574,-2.2250414,-0.9889364,1.4294655,0.3753718,-2.5033937,1.5282421,-1.0060306,1.1494753,-0.274821,0.82626927,1.2721621,0.4702153,1.0680724,0.8795972,0.037590116,-0.46555603,-1.688624,-0.7050996,-0.63735974,0.7268997,0.097552836,-0.51378345,1.1133463
cell_26,0.47874963,1.3244895,-0.71360195,0.021932364,-0.7268169,0.022824764,1.1455946,1.8253864,-0.3772555,-1.2774885,1.2760835,1.8133476,0.8008957,-1.4745256,1.1155012,0.71202374,1.011083,-0.38707513,-0.2552582,-1.1442641,0.06706941,1.40333,-0.25042304,-0.044145286,0.5984539,0.77728164,-0.89400345,-0.45705265,-1.1755161,-1.274704,1.1285737,-1.1832114,-1.057963,-0.82913524,0.88121545,1.3050956,1.0397136,-1.1209676,0.049931645,1.3422549,-1.3730543,-1.8628118,-0.880077,1.1574975,0.621311,-1.5268366,0.975554,-1.0402238,1.2812597,-0.6948015,1.4996223,0.8124954,0.33813357,1.6249546,0.93203545,0.71015155,-1.1854252,-1.4532305,-0.5576616,-0.52678996,1.0361748,0.6933569,-1.6327304,1.2494144
cell_27,-0.18445663,1.6260128,0.75206745,-1.2311378,-1.0681213,-1.3444525,-0.8570794,-0.44152385,2.045668,-0.7276933,0.33921248,-0.98722035,-1.9031551,-1.213551,1.696374,-1.2695007,-2.2387817,0.71887535,1.1925678,1.4947287,-1.6865559,1.5507983,0.4758068,1.9642231,-1.5221069,-0.856236,-0.8143667,0.76252294,-1.2972913,-1.3365208,0.8455004,-0.7339661,0.43596673,0.49064526,1.6145896,-0.5341054,-0.29933634,-0.6724287,-1.1047531,0.96020734,0.22349146,-0.9723267,-1.9252934,0.9402163,0.78885055,-1.542449,1.0360392,0.7297202,1.9849081,-0.75085795,1.3269747,0.89159006,1.3236969,-0.3908956,-1.1179035,2.0182729,-0.70695615,-1.6603985,1.0025995,1.1940476,-0.5626149,0.6489483,-1.0704426,0.8515572
cell_28,2.2558343,1.0743444,0.124767035,0.56805325,-0.82656646,0.71164024,-1.0650543,2.2907956,-0.5780088,0.73739696,1.1316718,-0.9117616,-1.7262537,1.4457481,-0.8146967,-1.5340576,0.6923699,-0.8762698,-1.1672418,-1.4335994,1.4423578,1.406327,1.4313694,2.0041788,-0.9710339,-1.1796693,1.6302865,1.1932826,0.6487818,-1.6941835,2.039442,0.9673447,-1.0015812,-1.2878065,-0.9486972,-0.4553604,-1.0262197,1.4243917,0.69332254,1.6547385,0.5775397,-1.5125809,1.3204337,1.2824137,-0.72347224,-0.13182184,-1.3553181,0.81441677,1.2057251,1.2607347,0.8665668,-1.0084884,-1.5063194,-0.27229092,-1.5712974,1.0083277,1.6297859,0.5149918,-0.04502949,-0.42604744,-1.7405586,-1.5682111,0.8823248,0.9571738
cell_29,2.7242312,0.9380456,-0.8029749,-1.6384444,-0.98019314,-1.2196015,0.76830363,-1.4179225,1.0260544,-1.5548098,-0.9409349,0.2011808,-1.2505234,1.4989529,-0.22002737,-0.9057659,-0.78610635,0.03230588,0.552676,-0.43773803,-0.28514367,1.3000708,-0.97744006,1.4644446,-1.8455092,0.09419865,1.3977672,-0.67678964,-1.423677,0.6377246,1.682495,2.730583,-0.2795038,1.0406461,-2.0094867,2.1907947,0.7238717,1.5413226,0.11795792,1.8920017,-0.6269949,-1.9260857,-0.874119,0.15510088,-1.1139063,-1.11417,0.57104754,-1.3310903,-1.9385147,1.8886318,0.64804244,-0.8446512,0.56930864,1.4151496,-0.21403688,1.1693021,0.36201644,-0.77205175,-0.29105687,-0.099773034,-1.8182753,-1.968776,-1.1583327,-0.7291162
cell_30,-0.1613452,-0.9277735,-0.11509937,-2.100619,-0.37453943,1.126728,0.5771801,-0.9236284,-1.8614948,-1.1282,-0.23377809,1.0654564,-0.7805084,0.7322955,0.18326688,-2.0861871,0.48935077,-0.40002733,1.8483508,0.82781136,1.7237324,-0.82715213,2.2091618,1.253745,-0.43310583,1.4470228,0.32790774,2.3694484,-2.5875995,0.4625447,-1.0184904,1.6843349,2.0002918,-1.1525393,-2.4126015,1.5562701,0.80987084,0.7681898,-1.7421746,2.3737028,-0.16272345,-1.0332854,-0.965876,-2.322518,0.24991956,0.65901804,-1.5293113,-2.3401253,-0.5339023,2.493938,3.102092,0.21888405,1.4645375,1.8223193,1.9927615,1.2088432,-1.4233675,-1.4210018,2.4078915,0.005635649,-0.48645064,-1.288549,-1.9319819,-2.8785398
cell_31,-0.21229048,1.4447215,0.14795393,-1.3514254,0.19844742,0.647007,1.2684612,-0.61937606,1.1489295,0.49479362,0.21401586,-0.5768077,-1.359199,-0.967088,1.5694194,0.6571141,-1.6010184,1.7590944,-0.31648055,-1.0142723,-0.6174592,-1.5322585,1.1179814,1.3267894,-1.6260871,0.67277074,0.9954588,-0.12563536,1.3789308,0.36509788,-0.8125583,-0.5333847,-1.18065,-1.6683285,-0.27754563,0.8054571,1.6353968,-0.6952591,-0.25570124,-0.66493255,1.1372058,0.5303304,0.8061816,-0.9359734,-1.4690368,-1.3971889,-0.60238284,1.1012763,1.3190125,0.80255044,-1.0481782,1.1010168,-1.53753,1.143836,-1.5512823,-1.704854,-0.120443285,-1.2582769,1.7545186,1.6647853,0.15760395,-1.8565803,-0.96814394,-1.1357268
