,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
cell_10,1.9548174,-1.4770114,1.4842074,1.5831866,0.8457016,-2.4420378,-1.0098433,0.6796394,1.8661155,0.21652213,1.5237386,1.3398637,-1.0976878,-0.29319417,1.1353397,1.69561,-1.4241862,-0.30088204,1.4025447,0.6667162,0.89836705,-0.5371899,0.14777896,-0.41668516,-1.1977737,-1.2776301,-1.3588656,-0.55372614,0.74402356,-1.1375059,1.7201122,0.6921896,-0.92640364,-1.276449,-0.27828836,0.8478399,1.1082324,-1.6441702,0.87760925,-0.9556623,0.18620184,-0.6578306,0.16641256,-0.9755047,-1.1592141,0.4997249,-1.3787873,-1.8669286,-0.9024991,0.47135872,1.3893102,-0.61688554,1.3482523,1.0852247,0.64735466,-0.97928226,-1.2268323,0.66169244,1.176462,0.96672666,0.7052049,-1.4432037,1.0771867,1.1438217
cell_11,-0.7606063,0.5540202,-0.60012764,-0.4548002,-1.5194315,0.8935598,1.0365292,-0.3957446,1.3644192,-1.6999633,-0.5090106,1.568922,-0.9590826,1.7692664,0.21772325,0.44960278,0.77124286,-0.09426756,0.8910835,-0.46879163,-1.2129493,2.6870933,0.87584496,1.3478373,1.1055293,-0.03495577,-0.34931383,-0.90572906,0.093373194,-0.96940994,-1.6315287,-1.6582854,-1.1808347,1.5712745,0.6859223,1.9072051,1.19982,0.31950143,1.6758684,0.40183657,-0.8967294,-0.48201266,0.310952,0.39285654,-1.2457473,-1.0637327,1.0247037,-1.2027617,1.8811135,-0.880532,2.1267142,1.2902821,0.97685,-1.7984233,-0.64554,-0.7364198,-0.8202555,-2.2002566,0.4411499,-0.8180483,-0.9426077,-1.7958152,1.6091664,1.2985282
cell_12,-0.6839517,1.2020822,-1.4243504,-0.8602966,-2.0287476,1.2672638,0.37630007,-0.56715786,0.9628084,-1.1921327,0.06768964,0.90515107,-0.85746396,1.1305311,0.7560462,0.63519627,0.79541755,-0.36849552,0.7948512,0.4327615,-0.7527739,1.3561469,1.0014222,1.3954246,1.285437,-0.28335392,-0.14402963,-1.2683246,0.3064439,-1.0069879,-0.75703573,-0.8591851,-1.3861055,1.133094,0.7779106,2.1364386,1.0516441,0.2845461,1.6519712,-0.46330446,-0.90506625,-1.1116769,0.39347205,0.7834046,-0.52373534,-0.83060247,0.8625046,-1.2295116,1.4678677,-1.4838805,0.89229524,0.9799431,0.475048,-1.048201,-0.86888665,-1.5221691,-0.80894744,-1.6825234,0.069558136,-0.34143463,-0.5580411,-1.1909757,1.7407937,1.6945134
cell_13,3.0510201,-2.2159219,0.41277096,-0.14717568,0.53522074,1.8494532,-0.8422613,1.5322275,-0.98328847,0.58484393,1.0376136,0.60888183,-0.4794699,0.33288252,2.0552487,-1.9786197,-1.7100769,2.6174161,-2.529936,-1.5958526,1.8461727,1.6136776,1.3436497,-2.2997713,-2.6745176,1.1759311,0.56135833,2.0571811,0.5167433,-1.4361458,-0.15222445,-1.7961849,1.5171728,1.4958715,2.0569327,-0.88863605,-1.9720019,-0.42241585,2.0539432,2.129441,-1.8235822,2.839825,0.81309175,0.59982765,-0.2468017,-2.532616,1.5513964,-0.56462294,0.795029,0.6057971,1.7867261,0.5564977,-1.3605638,-1.3853087,1.3824342,0.74060905,0.15589564,-1.3248676,-1.7370471,-0.69357634,1.3583102,-2.328702,0.4032098,-1.4562724
cell_14,1.7645462,1.4403303,0.93855536,1.3612514,-0.6179023,0.5082038,0.78794396,1.262133,-0.8394376,-1.2895607,1.6435561,-0.7787529,-1.2323648,1.7861028,-0.81997615,0.7277754,0.27430227,2.227665,-0.77379173,-1.648271,1.3335083,1.479192,0.5604154,1.052047,-1.1312405,0.24204376,-2.1789052,-1.3058951,1.4221433,1.3420703,-1.7118784,0.8952301,1.0374898,-1.3689398,1.1382616,-0.79153013,0.8533267,0.87488437,-0.67525256,-0.9011894,-0.9168098,1.4365263,-1.9319217,-0.8586604,-1.0356624,0.69691956,0.5631763,-0.87442553,1.5561911,1.010683,-1.6082807,1.1091003,1.1891383,1.2887789,-1.2574704,-1.179153,1.8687634,-1.5463548,1.0113533,1.9240708,0.8941422,-1.3071588,-1.2405807,1.8513079
cell_15,2.4232817,-1.0439227,-2.004979,1.2973233,-1.582219,-0.84794927,-1.4109017,-0.43128157,0.0077571124,0.7437062,-0.5151684,-0.95762944,-0.71590334,-0.46359032,-1.4888705,1.1742879,-0.45798308,1.4905487,-0.8883089,-3.4412284,-0.6936678,0.3776951,-1.2738371,0.53154165,-1.7539564,-2.420271,-0.54551053,2.0347648,0.4666713,-1.6273329,0.31870446,-0.87350196,-0.83243847,-1.1458038,0.365412,-0.7177658,0.8532573,1.1270865,0.62537813,1.3512583,-1.2784455,-1.0560207,-1.8766849,1.2935624,0.28242293,1.7561339,0.9547502,0.9641691,0.7253437,1.3063974,-1.2271526,0.64861304,-1.4211129,1.7884337,-0.6912433,-0.78578776,1.780347,0.0044845548,-1.1437304,-0.098353446,-0.6412653,-0.16745108,0.70179236,-1.2919799
cell_16,0.6427162,-1.2777485,-1.439642,0.9093301,-1.1568508,0.57295513,-1.0913804,-0.07627469,-2.0234187,0.33538914,2.5640204,-1.1662376,-0.95734215,0.47348925,-2.430932,-2.0218754,-2.079887,-0.18977308,1.599444,-0.050820634,0.5100794,1.0544937,-1.1589843,1.8166511,0.11858796,-2.4694738,-0.20132518,0.2587006,-1.1931845,0.60262346,-1.5628604,1.3098783,0.09337956,-0.7698495,0.3006346,1.8365668,-0.8032268,-1.955847,-1.237846,1.4541651,-2.3201184,-0.2082276,-2.7535617,1.137789,-1.1491491,-0.9753413,-0.823877,-0.02402922,3.092267,-0.9582248,-3.3393986,-0.45721152,-2.290272,0.75932324,2.224652,2.7797105,1.5486205,-2.7721498,0.37751698,-0.39884365,0.8266231,2.3546586,0.6469165,0.4159788
cell_17,1.2570115,-0.64962804,1.323497,0.60227036,1.9454683,-2.168327,0.048194557,-0.08605605,1.2733037,-0.25877136,1.3779547,1.8972379,-0.5239571,-0.61422604,0.8470681,0.8170701,-1.8218014,0.4395339,2.031492,0.3579423,0.5741929,0.43771473,-0.3519918,0.3476927,-1.0477101,0.26878905,-1.4983118,-0.75039154,0.7695828,-0.47471252,1.0508491,-1.0105101,-0.8017277,-1.276247,0.35596475,0.6109323,1.240035,-1.8491313,1.5269142,-1.3683324,0.09962946,-0.35472572,0.40585458,-1.5856202,-1.8364602,-0.32978714,-1.5040088,-1.8077284,-0.80120075,-0.17369613,2.0614376,-0.22818045,0.4899145,1.2427931,0.06504012,-0.0065339804,-1.5149304,0.76170456,3.1058416,0.53125167,0.35794842,-0.6985254,1.1002607,0.83179176
cell_18,-0.23780033,0.80453324,-1.1183127,-0.05704969,-1.829948,1.112904,0.41381514,-0.6905556,1.1199938,-0.92495775,0.09853253,0.86770755,-1.511373,0.5047254,0.6838238,0.8651985,0.6647568,-0.75712264,0.8919211,0.84530294,-0.79936486,1.2285664,0.7755196,1.0474145,0.6656323,0.32124376,0.62710625,-0.9788403,0.89819145,-0.9547725,-0.47033358,-1.5744364,-1.7264473,1.0794277,0.75529015,2.00759,0.97520655,0.9437845,1.3752956,-0.4107566,-0.92821586,-0.65040714,0.3311033,0.8100172,-0.54584295,-0.679612,0.87166077,-0.9723918,0.91723907,-1.2338818,1.0771451,0.5691227,0.94373846,-0.7159453,-0.80997527,-0.7380261,-0.6473845,-1.5563066,0.5055481,-0.3507782,-1.0064093,-1.1354553,0.9653115,1.8408511
cell_19,1.4636371,0.07384464,-1.757274,-0.8625982,-1.7549233,-2.2573607,1.2936938,1.6487544,-1.8395424,-2.0342464,2.722208,1.1608666,0.8633105,-1.1939685,0.9633305,-0.77641773,-1.3528036,1.6066463,-0.75650895,0.8080986,-1.2987953,1.662385,1.7984383,-0.37134856,1.043895,-1.2052175,0.65889794,-0.8745185,1.2480751,0.86178327,0.3209157,0.42131847,1.1652772,-0.5961995,1.1399126,0.36577415,1.2650045,0.6320129,-0.1479667,-1.682249,0.54072034,1.6164153,0.21384963,1.6321305,1.3104511,-1.5534139,-0.87962425,-0.60431373,0.20555814,-1.6314441,-1.6085106,-0.76843643,1.3069576,1.2171423,-2.1680224,-0.8975692,1.1448306,-2.0180147,-1.5624367,1.9662651,-1.2253774,1.0658715,-0.97660255,-0.2705047
cell_20,1.2398767,-1.7265178,-1.7079085,1.3209399,-1.2123603,-0.77456987,-1.5453644,0.39862835,0.7159804,0.53634274,-1.2216371,-1.1493214,-0.7546158,-0.96288234,-1.1262436,1.151084,-0.015249051,1.9288601,-1.4773518,-2.3316374,-0.63192946,-0.46200156,-0.80718327,0.6545961,-1.3718836,-1.928275,-0.09678787,1.2498856,1.2504375,-1.023996,0.48088172,-1.1802857,-1.1009709,-1.2317733,0.9945546,-0.72141206,0.7571039,0.8491777,0.25514776,1.3852154,-1.1762313,-0.6241141,-1.6684934,1.3450352,0.471937,1.1880479,0.8570944,1.3480629,1.4048411,0.81811154,-1.0064874,0.04135549,-0.46683478,1.2693719,-1.0384306,-1.028231,1.3646942,0.22180559,-0.072604924,-0.3690319,-1.0074891,0.52535677,1.0826021,-0.9581063
cell_21,1.5948621,-1.2407843,-1.6409092,1.6706867,-1.6545748,-0.19750565,-1.6881256,0.8284599,0.79965746,1.1421376,-1.0134312,-0.4897525,-1.1943574,-0.7514639,-1.643273,0.68261695,0.4091992,1.9890501,-0.62877405,-2.3613212,-0.41192725,0.092620485,-1.7879603,1.759132,-1.1284114,-2.133807,-0.24232139,1.3764482,0.8772664,-0.8290764,0.13430081,-1.673742,-1.4119949,-1.2397891,0.5151539,-0.42871135,1.1650777,0.19928664,0.7514232,2.1628466,-1.4553311,-1.5913273,-2.0217657,1.4972069,1.1872098,0.48707604,0.05237013,1.102058,1.5811288,0.8828076,-1.868708,0.84584796,-1.8070956,1.1450658,-0.7554032,-0.4917711,1.1858054,0.6707573,0.011334764,-0.9126175,-1.5223852,1.3911299,1.5721451,-1.3996035
cell_22,-0.807766,-1.9646561,-0.7268504,-0.09984803,1.3645815,0.4507264,-1.8281435,1.4453899,-2.0183218,-0.011595286,1.9280794,-0.55103534,0.40840763,-1.0874249,-1.4243302,-1.3042171,-0.8918947,-1.0741938,1.3138599,0.81770265,1.3743367,0.58515376,1.7430497,1.8667219,0.75700486,-0.9459765,-0.63068366,-1.0860398,-1.3755671,0.30298603,-2.0023282,1.2928073,-0.2563852,-1.2832,0.5569719,1.6592503,-1.6243842,-3.063966,-1.2173917,2.0251431,-1.9255365,-0.52616465,-0.84979284,1.4267409,-1.9097738,-1.6649373,-1.6854624,-0.25611088,2.47495,-1.2942884,-0.40690258,-1.4923947,-1.1463972,-1.188237,1.5039389,1.897213,0.19106194,-2.587241,1.2051907,-0.69511265,2.2551632,1.1111511,1.424719,0.37307116
cell_23,1.9291688,-0.14212169,0.07748773,1.7316531,0.014086366,-0.15332438,-1.728482,1.3485056,0.7159182,-0.26697636,1.2158078,0.4631364,-0.12391433,0.009799325,1.6666896,1.9409356,-0.265296,-0.9883586,0.8469649,1.1580981,0.27367988,0.15394567,1.5750599,-0.2783953,-1.6003352,-1.6391991,-0.64134824,-0.17418416,0.33381838,-1.3266537,1.7373327,0.75332785,0.058237046,-1.0659139,-1.2185062,1.6875136,0.88674736,-1.6094575,2.1060362,-0.3436996,0.73501384,-0.1610362,0.001983486,-0.7254723,-0.782807,0.842834,-0.7546783,-0.7886501,-1.5496153,-0.37626553,1.4033414,0.0536232,1.1342387,1.6469039,-0.020958953,-0.56210905,-0.65451217,-0.024033796,0.723924,1.2429451,0.89348537,-1.7837421,1.371658,1.636235
cell_24,1.9554911,-1.0657272,-0.110093415,0.18440136,1.5869459,-1.8271148,-0.90621364,-0.51617193,1.3516606,-0.97778624,1.2520773,1.2013444,-0.107782215,-0.41538227,-0.15400611,0.36919343,-1.6058911,0.6462256,1.1064388,-0.4188357,0.11454563,0.91526896,-0.41498595,0.41454387,-2.2930884,0.3629521,-1.9045051,-0.35617584,-0.6864647,-0.11005505,2.2112656,-1.0712847,-0.21828648,-2.1556447,0.3842151,0.4395973,1.0509306,-2.777972,1.3495057,-1.01485,-0.92236435,0.24642137,-0.7883503,-0.7533826,-1.430435,-0.6012776,-1.2546363,-1.0415832,-1.3634753,-0.7837423,1.3075105,0.22608976,0.15551825,1.8959507,-0.93292826,0.94159734,-0.61679286,0.52829176,1.2308722,0.053791244,0.88052815,-0.57854944,0.5972798,0.082143426
cell_25,1.4765873,-1.4592357,0.6539682,1.7567928,0.99762964,-1.3243046,-1.2987202,0.23823154,1.2571156,0.7501829,1.8931028,1.2005653,-1.3127401,-0.21526828,1.1304966,1.1627617,-1.8086708,-0.77012146,1.5742185,0.43163073,1.112839,-0.32398123,0.49923193,-0.8588804,-1.1635445,-1.3641369,-1.6671171,-1.0736656,0.40488815,-1.1032044,1.2626005,0.34547848,-1.2156934,-1.0422682,-1.3474109,1.2773314,1.1653292,-2.0291197,1.1915301,-0.6153125,0.75455475,-0.61426544,0.5399437,-1.0218939,-1.1260829,0.14870924,-1.4006554,-1.5135437,-1.7545085,0.98466426,1.246988,-0.86863583,0.9322195,1.1258365,1.3011883,-0.89446455,-0.09812772,0.4810207,0.537994,1.0584408,0.6546718,-1.3532199,1.5730624,0.62931466
cell_26,-0.86577535,0.8124856,-0.56674516,-1.1085848,-2.0976207,1.0157588,0.7889801,-0.42190284,1.097236,-1.2152499,-0.18379013,1.2078929,-1.1695331,0.19390213,0.66806555,0.96302056,0.7446896,-0.5293489,1.3090892,0.105384186,-1.3084766,2.17832,1.2407601,1.5488077,0.61484057,-0.38412496,0.11980461,-0.8524673,0.3655563,-0.95348907,-1.1376464,-1.3785956,-1.0948105,1.6934619,0.73353356,2.011628,0.843682,0.53770417,0.8007622,-0.34524557,-1.199337,-1.2725759,0.44059017,1.0657892,-0.31192842,-1.3137052,0.48560756,-1.1719828,1.623191,-1.570011,1.247977,0.6304758,0.65480494,-0.84902465,-0.66411674,-0.5435562,-0.8905684,-1.8342786,0.23001747,-0.70263386,-0.55813754,-1.180197,1.0462943,1.5148392
cell_27,-0.3548142,0.7424096,-1.1484013,-0.49127367,-1.0672749,0.842549,0.8993712,-0.78483474,1.6037893,-1.1705474,0.300308,0.5703366,-1.9285703,1.1548941,1.1332978,1.0370446,0.10416357,-0.50072587,1.2703401,1.0846679,-0.8888134,1.4576651,1.0726422,1.6348413,0.460732,0.7636467,0.75666595,-1.1707449,1.1962712,-0.48722422,-0.90019345,-1.1845692,-1.4384174,0.37026677,1.3482397,1.2391094,1.4864007,0.38180178,1.2496164,-0.38824716,-1.4318587,-0.7412791,0.54436475,0.84201044,-0.8090697,-1.3215258,0.59533566,-1.378197,1.3418663,-1.4272803,1.2056774,0.24298322,1.2095493,-0.35714453,-1.4369484,-0.41008905,0.19299972,-1.3218966,1.4027063,-0.6224632,-0.5575755,-1.0757556,0.796584,1.5628386
cell_28,1.3795159,0.9297767,-1.7560369,1.8565143,-1.2389194,1.2244853,-1.9252248,1.3205117,-1.1083136,-1.944596,-0.33479714,-0.56121725,1.0667714,1.8823453,0.9513674,1.4496366,1.1255453,-0.50454795,-0.22288483,0.61246604,-1.0762731,1.5855769,1.1394458,1.7626777,-1.6447761,-2.1063247,0.7000853,0.89019096,-1.5653864,-0.9114669,1.6092237,0.4269735,1.7020315,-1.0767452,-1.3107908,2.375612,-0.9897317,-0.9026334,1.4598324,1.932169,0.90813446,0.90573114,-1.9785932,-0.22608532,1.2815516,0.016882896,0.8092268,0.7354028,-0.96933424,-1.7793084,0.4596264,1.0979694,0.91486675,2.2005174,-1.6787226,0.024984822,-0.90578324,-2.004405,-0.2549698,1.7912173,1.1177323,-1.3518482,1.3804843,1.4821142
cell_29,1.3391892,-1.7321919,-1.3657092,1.2398393,-1.215419,-1.3260584,-1.0492463,0.581422,0.4155622,0.832238,-0.82208407,-0.53158474,-0.9184064,-0.9169334,-1.0865656,1.6761913,0.30497542,1.8191828,-0.9002051,-1.7463746,-0.26231575,-0.35823992,-0.984587,0.91559994,-1.382534,-2.1553123,0.7593275,1.2859526,1.3042696,-0.9480171,0.94772816,-1.3542194,-1.5635163,-0.95239675,0.78389245,-0.23722422,1.0246451,0.94773823,0.533766,2.1335247,-1.6349181,-0.7073898,-1.5534827,0.78566223,0.80749756,0.588838,0.4943639,0.9737794,1.2736287,0.8927721,-1.1331786,0.25437334,-1.4056098,1.2967795,-0.74377793,-0.58479553,1.3368171,0.42629758,0.28032607,-0.48680615,-1.3283662,0.7836515,0.9875139,-1.0597202
cell_30,-0.71300566,1.199437,-1.3215452,-0.29934314,-0.74391925,0.8446525,0.6362127,-1.7351191,1.3542296,-1.1752322,0.32164317,1.1243727,-1.5727944,0.9432073,1.1242025,0.7986966,1.1849186,-0.5509478,0.6246601,0.72199667,-0.7515784,0.8845107,0.7139175,0.9658906,0.30003315,0.79970336,0.8104534,-0.70026374,1.1478771,-1.1595789,-0.5376336,-1.3070626,-1.2154405,0.46325147,0.2877881,1.5835875,1.0866007,1.0331347,1.3147383,-0.95481247,-0.9907936,-0.24915734,1.0327958,0.7341924,-1.4353032,-0.6977722,0.8576684,-0.9887213,0.43506506,-1.4412346,1.2992767,0.57346517,1.5169127,-0.6776457,-0.7585317,-0.7941499,-1.3948197,-0.29477656,1.1765363,-0.19977596,-1.0398461,-0.43785086,0.60093397,1.0308981
cell_31,2.2845244,-0.5869241,0.16842061,-0.77274984,0.8668309,0.27715352,-1.3003863,-0.7639222,1.1781082,-2.0185204,2.8040102,1.2527812,0.6217098,-1.8335574,0.21571124,0.4485159,0.83055365,2.3720367,-0.8731885,-1.996788,-0.5832245,-0.3169945,0.3368621,0.8000567,0.12860347,-2.4730124,-1.9866911,-0.022041053,2.2277489,-0.49044597,-0.8670451,-0.8581327,-0.8079149,0.99531525,-0.83171165,0.8371525,-0.6430547,-1.2332622,1.4401166,1.7838861,-2.34382,0.7615809,-2.2944527,0.84147274,1.9478769,0.91749895,1.4093405,-1.164942,0.974107,-1.3852063,-2.1431575,-0.95586264,1.4518446,-1.1402154,0.8085942,-1.8522439,1.363152,1.3270711,-1.6176457,1.930532,0.89378023,0.6936757,-0.89192903,1.5556328
