,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
cell_10,0.2903902,0.24417204,-1.0029137,1.1734173,0.27645415,-0.017979503,-0.53939694,0.383227,0.048514932,0.9408949,-0.8910289,-0.88390833,0.5747448,1.1848457,0.873073,-1.1387308,1.1125046,0.38744998,-0.7077356,1.531096,1.6068991,0.58011854,-1.5540642,-0.48998356,1.1239026,0.18327916,0.72542554,1.0486253,1.2003366,0.32297933,-0.22132194,1.3570405,-0.33119714,-0.24198389,1.2516611,-1.1917839,-1.067131,0.28621426,-1.1784729,0.7902019,-0.52839726,0.9413913,-1.0001688,-0.36346,1.2234042,0.5623716,-0.9976525,-0.8640088,0.6519988,1.0281175,-1.2428772,-0.8309484,-0.21930507,-1.6888504,1.1982641,0.53287184,0.9740257,-1.2019167,0.3893872,-1.3736967,0.64416194,-0.5032177,0.90205336,-0.8872802
cell_11,0.9179938,0.14512645,-1.2991707,1.0017836,0.8995986,-0.55470365,1.9389336,1.1272155,-0.5734905,-0.48862842,-0.11361505,0.45100078,0.63160336,1.0435635,0.75002325,0.56633663,-0.9478544,-1.5283148,-0.921425,1.2008145,-0.7588719,0.8552176,0.10435434,-0.519633,-0.6244146,-2.399604,-1.7865584,1.315121,-0.51226187,0.8373019,1.763678,-1.5876553,1.084361,1.0779783,-0.49586952,0.9502295,0.39080012,-1.1226733,0.915247,0.60788184,2.0701482,1.1348629,-0.34292698,1.0986915,0.50323373,-0.57101744,1.2616668,1.5226034,-0.6246249,0.5723114,-1.0917852,-0.5047781,1.1426696,-1.3842537,-0.09403135,-1.3409424,1.0663663,1.2667855,-2.055229,0.29025525,0.06158609,-0.53699946,-1.1060196,-0.7975415
cell_12,0.22890012,0.75915194,-1.6851623,1.2081182,0.3867687,1.1333443,-0.47482383,0.63503987,-1.8853108,1.6746259,-0.87623036,-1.2837762,0.5458194,0.4894486,0.9738346,-1.8924415,1.2926192,1.0202552,-0.3917383,2.286652,1.3796858,0.3467743,-0.99234486,-0.5869701,1.021813,0.09323633,-0.23872086,0.4354512,0.6786327,-0.18174742,-0.32525408,1.1851419,-0.24311945,-0.6568822,1.647773,-1.3196199,-0.76462364,0.14553061,-0.46511495,0.9408667,-0.5470984,1.1456966,-0.7208753,-0.98278105,0.9780774,1.5488172,-1.0823706,-0.95250994,0.80054903,1.0563612,-1.3703274,-1.7210934,-1.6028032,-0.91906375,1.147756,-0.5444553,1.245737,-0.96186185,0.54511535,-0.9852699,0.6327168,0.09416565,0.8835941,-0.88641346
cell_13,-0.2079182,-1.3571031,0.031307846,-0.05427947,-1.704284,-0.392266,-0.80128294,0.34565553,0.88604546,1.3878505,1.0377512,-1.7492507,0.52929616,1.1466696,1.2703321,0.9358508,1.1241798,-1.7535981,-0.2553422,-0.069696985,0.31195775,-0.84994763,-1.7137197,0.09545526,1.0138122,-0.9185581,0.6526835,-0.14341938,1.4193702,0.030064791,0.5326051,-0.15392779,-1.0923445,0.32471803,-0.4439927,-1.5166258,-0.9555615,-0.44614774,-0.41285765,-0.4174794,-1.0779902,1.3369565,0.60197914,0.7779878,1.8772658,-1.344064,1.2935001,0.18204118,-1.8185163,-0.6973586,-1.5290636,-0.6981548,-0.15450093,1.059244,1.2675815,0.45779902,-1.1032084,1.1083181,-1.1803432,-0.13108669,-2.2174726,0.7652573,-1.8370409,1.0040268
cell_14,1.8885424,-0.82004386,0.95036775,1.1998047,1.2603364,1.1837628,1.2649382,-1.0976173,0.89726317,-0.5862719,1.2665213,-1.0381433,0.9756848,0.12709025,-0.42502177,-1.0540354,-1.4593412,-0.9646314,-0.64192444,-1.0757318,1.2871461,0.9291415,0.82839817,-0.7812349,0.4629453,-1.4982176,-0.047613665,1.1110071,-1.3267292,1.171476,-0.5766083,1.0816956,1.2195134,1.5888543,0.8292344,-0.12334973,-1.2431538,-0.5309809,1.6243979,1.8482751,-0.5471165,-0.8544599,1.0232506,0.7832928,-0.53887296,0.4537186,-1.0562592,1.2481345,-1.1316655,1.2491586,0.4826357,0.7213366,1.0982558,1.0042715,-0.71510303,0.65754646,1.2688645,-0.98556995,0.7108599,-1.3583827,-1.6912129,1.1669064,-0.13203664,1.1037673
cell_15,2.6372044,-1.2805514,-0.0944778,0.3777767,1.6221628,1.5273739,1.0410663,0.06730145,1.642675,0.009930484,1.7316153,-0.7243693,0.34492707,0.8284358,-0.442845,-1.1660306,-1.4587274,-0.9885025,-1.3834853,0.75193363,-5.733967e-05,0.44064134,-0.6420613,-0.7620131,-0.8284775,-2.20692,-1.1689883,1.9901057,-1.8288627,0.62895733,0.9494682,-0.17292985,1.0287187,2.6669278,-0.3451381,-0.44762912,-1.5481485,-0.52510417,1.9571847,0.7091743,0.2857524,-1.5509999,1.7761345,-0.40548867,0.26833513,1.700438,-1.0874298,-0.15380831,-1.7345002,1.6470703,-0.12461484,0.08099571,1.5086625,0.5103274,-0.68160886,-0.16142638,1.4543638,-0.2629268,-0.48674646,-0.3653484,-1.0779438,1.1030692,-0.19359729,0.73759097
cell_16,0.55740803,1.1616617,-1.5576664,1.1595963,0.4955683,0.5410999,-0.32514143,0.8683666,-0.9484077,0.94529873,-0.8787711,-0.9860901,0.88655233,0.95861083,1.1212331,-0.68334687,0.90187204,0.27665833,-0.4293235,1.8939129,1.0186024,0.79728746,-1.0779383,-0.71294683,0.57495296,0.3856089,0.14105247,1.1991928,1.3505684,0.42939493,0.066937365,0.9941479,0.15835547,-0.30796596,0.97132766,-1.0834352,-0.7060067,-0.29347056,-0.2552344,1.7659478,-0.24229921,1.7850553,-0.8287066,-0.45484063,0.8040533,0.90937257,-0.5799421,-0.84097224,0.7588243,1.3755144,-1.8730092,-1.2483091,-0.49257106,-1.3960567,1.591355,0.891716,1.3243215,-0.9871112,0.5791045,-1.267576,0.8009045,-0.43244982,0.72698003,-1.4503564
cell_17,-0.99095076,-0.52053076,0.53269464,0.19935504,-0.36205018,-0.8706657,-0.7207436,0.9370882,0.33707392,1.8261546,0.8886515,-1.5153397,0.93275434,0.6613628,1.4152297,0.8451673,0.9649147,-0.37463254,-1.1949399,0.014347058,0.17605329,-0.56990284,-1.237264,0.19135709,1.39195,-0.8656969,0.7969749,-0.15296999,1.7895389,1.2470005,1.0526025,-0.8001135,-1.1546743,-0.40363437,-0.26892355,-1.4858106,-1.0876055,-0.38736254,-0.92126215,-0.96008945,-0.16101128,0.7050159,1.171046,0.65344495,1.7667966,-0.94794554,0.40872458,0.53411037,-1.082495,-0.1931018,-0.83044815,-1.1010566,-0.039325863,-0.0020376216,0.9759275,1.6296849,-0.8778913,0.6857023,0.15885168,0.26028436,-1.6441572,1.1567851,-0.4642277,0.44746417
cell_18,2.4740484,-1.2306722,0.050168917,1.2307298,1.3581012,1.5587617,0.73444295,-0.14484704,1.2183791,-0.08713499,1.4438434,-0.42273074,0.3725595,0.6112977,-0.45647463,-1.0794008,-1.3431258,-2.0197608,-1.2925854,1.1233383,0.4431887,0.063601136,-0.12981775,-1.1732415,-0.41003084,-1.8021725,-0.8461594,1.7412723,-1.699881,1.1566828,0.7907778,-0.0082965195,0.6833043,2.3469737,-0.40714282,-0.23525345,-1.2004408,-0.23750103,2.2042725,1.0405881,0.62689155,-1.0882556,1.111367,-0.3176885,0.46797723,1.8291118,0.04694964,0.06957613,-1.482387,1.5490152,0.48713186,0.13108225,1.672562,0.5223872,-1.1066643,0.13592985,1.4820702,-0.59194016,-0.047389027,-0.72269183,-1.2285581,1.285629,-0.4056938,1.528295
cell_19,1.7508802,1.318562,-1.3900183,1.3575873,0.7422835,-1.2273407,1.4199636,1.0682516,-1.816595,-0.8895199,-0.6801907,0.29424715,1.0392072,1.4131485,1.2955134,-0.4022315,-0.8375729,-2.1242745,-0.9719779,0.8681817,0.27500552,1.0606312,0.6243552,-0.960561,-0.031790882,-0.96521425,-1.9376959,1.613431,0.6873509,0.64384615,0.99854606,-0.6539288,1.4382039,1.73816,-0.28056094,1.1731554,0.9520503,-0.98898125,1.2232442,1.442382,0.8668051,2.1365724,-0.923595,1.5115778,1.0702975,-1.0445105,1.5292523,1.1493446,-0.0114785135,1.1563554,-1.9348737,-1.0024925,0.89987993,-0.87638324,-1.1401973,-1.0264888,1.5766,1.3632902,-1.4758462,1.2616724,0.23541373,-0.49996942,-0.80941576,-0.7862983
cell_20,-0.52812314,-0.023472518,-1.2955655,0.8379384,0.45477882,0.92271686,-0.64641684,0.061011896,-0.3399973,1.4155852,-1.2486002,-1.6232901,0.7739271,0.2673967,0.74988365,-1.5564461,1.203572,0.9951049,-0.71065855,1.1690931,1.2774085,0.16920453,-1.1474495,-0.64685774,1.4832941,0.12641759,-0.034702063,0.90010065,1.3291389,0.71715087,-0.51920986,1.0639238,-0.3610549,-0.4730863,1.3404607,-1.4088526,-0.7578178,-0.0013540685,-0.9860439,1.237713,0.7246905,1.2063041,-0.8606498,-0.4806394,0.75996196,1.0673227,-1.0756217,-0.3624817,0.31973064,1.461568,-0.99284923,-1.5871849,-0.5629984,-1.223905,1.0905691,0.62154424,1.0677454,-1.6108103,1.2444255,-0.49743855,0.26326042,-0.13063475,0.8996831,-1.1128216
cell_21,1.0577799,0.5613651,-1.3779796,-0.25245512,-2.1348891,-0.019635499,-0.46020767,-0.78993684,-1.8327452,1.8327054,0.2169547,1.6304384,1.0966909,1.6696353,-0.5941425,-2.6730382,0.7188782,1.5467002,1.2527113,-1.3328625,1.7341964,-2.0511935,-1.7405792,-1.1774192,-1.2661146,-1.5572593,-0.8153912,1.4029216,1.5947205,0.58566684,0.9401681,1.5255629,0.5841214,1.4972215,0.47474363,-0.21125878,-0.8406316,1.0849364,0.7014981,1.8089659,-0.7121383,1.1457922,-0.9550775,1.0752411,-0.94538134,-1.3597128,-2.8931541,1.3810694,-0.5627419,-0.7594981,0.64338267,-0.98103535,1.1629349,1.5134277,-0.2804706,-1.1446077,-0.9998236,0.33236936,0.36453938,-0.828129,-1.4226918,1.612251,1.3230453,-1.8909993
cell_22,1.9374572,-1.138444,0.77168,0.8439201,1.3099138,0.9370971,1.5673565,-0.92035764,0.91007596,-0.721652,1.3672497,-1.1574873,0.7873626,-0.45615268,-0.38728148,-0.7936691,-1.6779566,-1.3909409,-0.5349658,-0.97505116,0.89965177,1.2498093,0.786986,-1.0344284,0.72643816,-1.3946309,0.10574788,1.7180231,-1.015891,0.6321084,-0.81866556,1.0255207,1.687738,1.585946,0.5846019,0.3834629,-1.3805912,-1.390026,1.3495573,1.9591403,-0.6660767,-1.4760258,1.0239205,0.77796686,-1.2702084,0.6096666,-0.4048088,0.82743967,-1.3205562,1.5849587,0.7707146,0.95756656,1.4419731,0.9096651,-0.760768,0.803949,0.48498806,-1.2526331,0.79629576,-1.4190135,-1.5731257,1.2353629,0.42998925,1.1932536
cell_23,2.2190776,0.2608581,-1.7501124,1.0250566,0.068483114,-0.818467,1.0406159,0.9841237,-1.1126474,0.18027766,-0.4426055,0.81177974,1.4464957,0.9978135,1.1698954,0.44753638,-1.2423719,-1.3896606,-0.17712817,0.7750058,0.30700454,-0.0016416833,0.11773331,-1.2028358,-0.7243302,-2.0965853,-2.2588758,1.6579552,0.6026241,0.66668457,1.971725,-0.5884466,1.9524397,2.1426973,0.0003091693,0.9391765,0.5733098,-0.7208152,1.8356032,1.1685332,1.3250299,1.0908126,-0.28838068,1.7794458,0.07673314,-1.0664805,0.35420948,0.92587745,-0.6419176,0.7037911,-0.7044326,-0.60853505,1.7289361,-0.4738441,-1.0435994,-1.5677793,1.7243763,1.3201872,-1.6779591,0.66678876,-0.5585884,-0.096907526,0.046213266,-1.1052191
cell_24,0.97576165,-1.763656,0.7417597,-0.20052648,-0.82421917,-0.49938455,-0.19869198,-0.31491205,-1.257815,2.018362,0.44381237,0.26118279,-2.159341,-1.5625415,-0.50914395,1.7265726,-0.78648937,-1.0882155,-1.5494555,0.4315953,1.2717856,-0.58573663,2.2802045,0.33361,0.65588844,-0.9212335,-1.6244515,-2.3038826,-0.23752359,0.8470311,1.6494391,-0.09427948,0.009012535,-0.8070072,-1.2552255,-0.97759235,-0.11697615,0.96886563,-0.8379652,-0.5508349,1.1940663,-1.275962,0.27801928,0.44542542,-1.134371,-0.15037937,0.10244786,1.4387424,-0.3720541,-0.77651393,0.6414177,-1.7414174,0.2368832,0.6342609,0.23019905,1.5095468,-0.41013336,-0.49171597,-1.925123,-0.2925882,-0.09567161,0.7161596,-1.7632504,-0.6973868
cell_25,-0.42848498,-1.7098669,0.2625755,-0.2681098,-0.9465201,-1.1235168,-0.6846393,0.5366682,0.40990737,1.7212533,1.1653538,-1.4225384,0.5685508,1.0581977,1.4956458,1.1234937,1.4221576,-1.508355,-0.6326349,0.19513676,0.0651083,-0.26782924,-1.357607,0.06933521,1.076899,-1.5439413,-0.047265485,-0.9340999,1.1672462,0.84589535,1.007204,-1.0612934,-1.3036255,-0.23741202,-0.8997494,-1.2478775,-0.72391397,-1.0679938,-1.087156,-0.42914832,-0.86447203,0.28025937,1.2126194,1.3137412,1.5548459,-1.4296868,1.405768,0.6723977,-1.7773249,0.20113976,-1.185123,-0.9180106,0.6942334,-0.17214942,1.6195873,0.93031436,-0.66614336,0.88653004,-1.5398262,0.49114537,-1.5849155,1.0823328,-0.6120308,0.05321931
cell_26,1.1294924,0.8695196,-0.23987758,0.86981744,-1.1158494,0.16388431,1.0891868,-1.1483513,0.9074309,-0.52350765,-0.7608739,-0.4418046,-1.2375578,-0.0075415373,1.3680217,0.6216459,-0.51468366,-1.8361396,2.0414553,1.8814418,1.164201,-1.7098794,-1.2642189,-1.1156656,-0.434613,0.24921197,-2.3178406,0.89520437,0.81008804,-1.6680675,-0.51710117,1.1137402,-0.6522184,1.8013779,-0.29247132,-0.8492697,0.22620162,-0.6915908,1.4624817,1.4945642,0.43693823,1.3102605,-1.0260633,-0.6656712,1.4119748,-1.2227217,0.92964816,-0.6115345,-1.8980075,-1.638659,-1.2025199,0.6083405,-1.4032581,1.8640187,1.4522717,-0.6784711,-1.9606339,0.07670149,-0.38075542,-1.1472721,-1.5382794,-0.41212815,-2.3726106,1.1577154
cell_27,1.4896041,0.6753795,-0.9555355,0.3807872,-0.023755565,-0.6304556,0.5442505,-0.619102,-1.6417296,0.35184792,0.2041705,0.39079538,1.0272542,1.4342924,0.41442072,-0.5034237,-0.7687651,-1.4353361,0.115328014,-0.07236764,0.7608134,-1.244752,-0.26424056,-1.473299,-1.0567552,-1.6247706,-1.2035896,1.1870105,0.4224667,1.0884315,0.89506745,0.9214328,0.42359763,1.1386367,0.5532053,0.27221552,0.19010982,-0.27843368,1.183493,1.6476579,-0.12498482,1.7462312,-1.1370506,1.3113496,0.30845067,-1.3330212,0.60604036,1.6467713,-0.8693717,-0.39062226,0.33261693,-1.2165557,0.84086084,0.69324845,-0.6612787,-0.8237704,0.6315897,1.0488442,-0.41716933,-0.6466923,-0.6599029,0.002474904,-1.0991242,-0.6931421
cell_28,1.2424951,1.879974,0.90518653,-1.8120112,0.7466727,1.0440469,1.4124702,2.443779,-1.0929809,-0.69970614,1.917107,0.09715839,-3.1520526,1.7362373,-1.7556853,2.4116104,0.96663535,-0.2879312,2.0909133,1.3194686,2.0938232,2.5212543,1.313143,-2.4319515,-0.27962673,-0.52646697,-0.92082787,-0.93263173,1.2606189,-2.3343601,-2.2038822,-1.9385501,2.0477178,-0.68223554,-0.8838511,0.9226963,-1.368499,0.40984797,-2.0792346,2.310111,-0.8823561,0.31734288,2.588518,-0.84124357,-1.6094297,-2.976436,-2.5788763,-0.26462734,2.07062,-1.4905788,-2.3807688,-2.7209604,0.16949183,2.3325305,1.0555108,-2.0792737,-0.7687212,-2.092155,-1.9386566,0.94082785,1.00597,1.1749169,-0.03460917,0.4347027
cell_29,-0.5393032,-0.20467971,-0.9620413,0.2900242,0.6632991,0.4547232,-0.68732816,0.6791569,-0.28877914,1.8750919,-0.2635041,-1.5367247,0.6937859,1.4521427,1.2030966,-0.06993228,1.9660031,0.61535245,-0.9874439,1.3036202,1.064784,0.14930701,-1.5737408,-0.81629264,0.99997056,-0.021127883,0.61109245,0.7359548,1.2484187,0.78741455,0.10044709,0.61391836,-1.0121514,-0.69121844,0.80600834,-1.2652737,-0.9933416,-0.35522988,-1.1108232,0.8589792,-0.93686295,1.3026338,0.1603418,-0.7830137,0.7897321,0.42751348,-0.72614187,-0.6523054,-0.009573728,1.4941036,-1.1612631,-1.3381064,-0.90824187,-0.7770201,1.461656,1.1901518,0.4399259,-1.1741058,0.5292195,-0.7073667,-0.35264665,-0.09860362,0.6827903,-0.50630766
cell_30,0.5617517,0.4619101,-2.0187235,1.3699307,0.6469471,0.4295023,-0.35190374,0.25874886,-0.27187103,1.2995534,-0.44216773,-1.2515348,0.62140214,0.49893948,0.88089025,-1.2484896,1.5615755,0.70688665,-0.8354737,1.9319277,1.5293593,0.69092155,-1.0557535,-0.60776204,0.8470018,0.031615734,0.06590523,1.2173998,0.97243476,0.316931,-0.27284077,0.7928733,0.39928657,-0.46869615,1.3429456,-0.9629502,-1.1280465,0.17702904,-0.71297807,1.4827845,-0.10196143,1.694824,-0.5041072,-0.09903073,0.6354872,1.2210882,-1.1800073,-0.8247008,0.26669753,1.3449578,-1.3173199,-0.98957676,-0.6311055,-1.4364241,1.4199269,0.8560131,1.2917697,-1.1939746,0.53999746,-0.991888,0.2879,0.054587305,1.0773008,-1.848362
cell_31,1.4030659,-1.3812761,-2.7893815,1.0644825,-0.09899384,-0.8307946,1.2391211,0.25551736,0.37276927,0.79817444,-0.38220412,-0.68974084,-0.10010875,-0.8256617,0.61108595,0.710829,-1.4492451,-0.5371937,0.2695713,1.0870395,0.7802273,0.4543134,-0.73419505,0.76188815,0.62531996,-0.58613133,-2.330618,0.85583854,-0.8249041,-0.29179388,2.361745,-0.8291041,1.3334893,0.10934679,0.5476839,0.8174972,-0.61486053,-1.4207213,-0.52251095,-0.7884356,2.510117,0.65190715,-0.6316388,1.421967,0.4112553,0.77270657,-0.46939301,1.617491,-0.89974713,1.5515773,-2.0861042,0.13534364,1.6222945,0.40479577,0.009307563,-0.92814565,-0.00092738867,0.06183663,-2.2961261,0.51189107,0.40172517,0.23442678,0.4353545,-1.5137753
